DATE,BALL ONE,BALL TWO,BALL THREE,BALL FOUR,BALL FIVE,BONUS
2018-03-09,9,11,20,26,34,10
2018-03-06,12,24,29,35,36,1
2018-03-02,1,14,27,33,40,12
2018-02-27,6,16,18,33,34,13
2018-02-23,15,20,31,36,45,17
2018-02-20,8,27,30,33,42,3
2018-02-16,2,8,26,28,30,2
2018-02-13,5,10,12,29,42,8
2018-02-09,1,8,10,26,39,17
2018-02-06,6,7,21,27,40,15
2018-02-02,10,13,30,36,45,19
2018-01-30,8,20,41,42,43,4
2018-01-26,6,8,14,22,25,3
2018-01-23,3,28,40,41,42,8
2018-01-19,1,3,13,24,27,12
2018-01-16,12,27,29,35,36,15
2018-01-12,15,17,20,25,42,19
2018-01-09,4,11,18,19,40,19
2018-01-05,8,31,34,35,44,4
2018-01-02,21,29,30,34,37,20
2017-12-29,3,7,21,41,42,18
2017-12-26,13,14,29,42,44,4
2017-12-22,5,9,16,19,31,3
2017-12-19,3,7,11,43,44,4
2017-12-15,2,9,10,17,44,18
2017-12-12,7,10,15,24,39,19
2017-12-08,3,8,17,22,27,13
2017-12-05,4,8,19,32,40,18
2017-12-01,8,11,22,28,29,1
2017-11-28,7,11,28,38,39,14
2017-11-24,4,14,29,37,43,18
2017-11-21,16,23,32,34,41,18
2017-11-17,13,14,24,36,42,20
2017-11-14,8,21,25,34,41,20
2017-11-10,13,28,31,33,44,8
2017-11-07,9,10,22,34,44,18
2017-11-03,3,17,19,23,44,19
2017-10-31,6,10,16,36,43,17
2017-10-27,14,15,21,29,45,6
2017-10-24,13,26,37,42,44,3
2017-10-20,19,20,24,26,30,20
2017-10-17,1,3,10,39,43,13
2017-10-13,5,8,25,30,32,17
2017-10-10,13,15,25,29,39,14
2017-10-06,18,22,23,31,38,17
2017-10-03,7,26,35,36,39,14
2017-09-29,26,28,32,39,42,9
2017-09-26,9,17,33,42,45,13
2017-09-22,4,12,28,30,39,3
2017-09-19,15,22,25,36,39,19
2017-09-15,11,16,24,28,44,6
2017-09-12,2,3,11,29,41,15
2017-09-08,6,7,34,39,42,12
2017-09-05,2,13,14,15,32,6
2017-09-01,11,13,31,39,41,15
2017-08-29,12,13,17,19,34,11
2017-08-25,2,15,23,28,32,2
2017-08-22,15,19,31,36,44,9
2017-08-18,13,23,30,34,40,11
2017-08-15,4,17,27,34,35,5
2017-08-11,11,28,31,32,41,18
2017-08-08,3,5,12,14,22,9
2017-08-04,15,17,24,25,28,17
2017-08-01,5,18,36,40,42,5
2017-07-28,7,28,30,35,39,1
2017-07-25,12,18,22,29,44,6
2017-07-21,7,20,29,40,43,6
2017-07-18,23,25,30,40,43,20
2017-07-14,21,28,29,31,35,8
2017-07-11,2,15,19,27,34,19
2017-07-07,9,16,18,32,43,2
2017-07-04,5,7,10,15,30,5
2017-06-30,4,5,10,23,28,3
2017-06-27,26,27,30,32,45,16
2017-06-23,14,20,33,44,45,19
2017-06-20,14,21,28,38,40,18
2017-11-10,13,28,31,33,44,8
2017-11-07,9,10,22,34,44,18
2017-11-03,3,17,19,23,44,19
2017-10-31,6,10,16,36,43,17
2017-10-27,14,15,21,29,45,6
2017-10-24,13,26,37,42,44,3
2017-10-20,19,20,24,26,30,20
2017-10-17,1,3,10,39,43,13
2017-10-13,5,8,25,30,32,17
2017-10-10,13,15,25,29,39,14
2017-10-06,18,22,23,31,38,17
2017-10-03,7,26,35,36,39,14
2017-09-29,26,28,32,39,42,9
2017-09-26,9,17,33,42,45,13
2017-09-22,4,12,28,30,39,3
2017-09-19,15,22,25,36,39,19
2017-09-15,11,16,24,28,44,6
2017-09-12,2,3,11,29,41,15
2017-09-08,6,7,34,39,42,12
2017-09-05,2,13,14,15,32,6
2017-09-01,11,13,31,39,41,15
2017-08-29,12,13,17,19,34,11
2017-08-25,2,15,23,28,32,2
2017-08-22,15,19,31,36,44,9
2017-08-18,13,23,30,34,40,11
2017-08-15,4,17,27,34,35,5
2017-08-11,11,28,31,32,41,18
2017-08-08,3,5,12,14,22,9
2017-08-04,15,17,24,25,28,17
2017-08-01,5,18,36,40,42,5
2017-07-28,7,28,30,35,39,1
2017-07-25,12,18,22,29,44,6
2017-07-21,7,20,29,40,43,6
2017-07-18,23,25,30,40,43,20
2017-07-14,21,28,29,31,35,8
2017-07-11,2,15,19,27,34,19
2017-07-07,9,16,18,32,43,2
2017-07-04,5,7,10,15,30,5
2017-06-30,4,5,10,23,28,3
2017-06-27,26,27,30,32,45,16
2017-06-23,14,20,33,44,45,19
2017-06-20,14,21,28,38,40,18
2017-11-10,13,28,31,33,44,8
2017-11-07,9,10,22,34,44,18
2017-11-03,3,17,19,23,44,19
2017-10-31,6,10,16,36,43,17
2017-10-27,14,15,21,29,45,6
2017-10-24,13,26,37,42,44,3
2017-10-20,19,20,24,26,30,20
2017-10-17,1,3,10,39,43,13
2017-10-13,5,8,25,30,32,17
2017-10-10,13,15,25,29,39,14
2017-10-06,18,22,23,31,38,17
2017-10-03,7,26,35,36,39,14
2017-09-29,26,28,32,39,42,9
2017-09-26,9,17,33,42,45,13
2017-09-22,4,12,28,30,39,3
2017-09-19,15,22,25,36,39,19
2017-09-15,11,16,24,28,44,6
2017-09-12,2,3,11,29,41,15
2017-09-08,6,7,34,39,42,12
2017-09-05,2,13,14,15,32,6
2017-09-01,11,13,31,39,41,15
2017-08-29,12,13,17,19,34,11
2017-08-25,2,15,23,28,32,2
2017-08-22,15,19,31,36,44,9
2017-08-18,13,23,30,34,40,11
2017-08-15,4,17,27,34,35,5
2017-08-11,11,28,31,32,41,18
2017-08-08,3,5,12,14,22,9
2017-08-04,15,17,24,25,28,17
2017-08-01,5,18,36,40,42,5
2017-07-28,7,28,30,35,39,1
2017-07-25,12,18,22,29,44,6
2017-07-21,7,20,29,40,43,6
2017-07-18,23,25,30,40,43,20
2017-07-14,21,28,29,31,35,8
2017-07-11,2,15,19,27,34,19
2017-07-07,9,16,18,32,43,2
2017-07-04,5,7,10,15,30,5
2017-06-30,4,5,10,23,28,3
2017-06-27,26,27,30,32,45,16
2017-06-23,14,20,33,44,45,19
2017-06-20,14,21,28,38,40,18
2017-11-10,13,28,31,33,44,8
2017-11-07,9,10,22,34,44,18
2017-11-03,3,17,19,23,44,19
2017-10-31,6,10,16,36,43,17
2017-10-27,14,15,21,29,45,6
2017-10-24,13,26,37,42,44,3
2017-10-20,19,20,24,26,30,20
2017-10-17,1,3,10,39,43,13
2017-10-13,5,8,25,30,32,17
2017-10-10,13,15,25,29,39,14
2017-10-06,18,22,23,31,38,17
2017-10-03,7,26,35,36,39,14
2017-09-29,26,28,32,39,42,9
2017-09-26,9,17,33,42,45,13
2017-09-22,4,12,28,30,39,3
2017-09-19,15,22,25,36,39,19
2017-09-15,11,16,24,28,44,6
2017-09-12,2,3,11,29,41,15
2017-09-08,6,7,34,39,42,12
2017-09-05,2,13,14,15,32,6
2017-09-01,11,13,31,39,41,15
2017-08-29,12,13,17,19,34,11
2017-08-25,2,15,23,28,32,2
2017-08-22,15,19,31,36,44,9
2017-08-18,13,23,30,34,40,11
2017-08-15,4,17,27,34,35,5
2017-08-11,11,28,31,32,41,18
2017-08-08,3,5,12,14,22,9
2017-08-04,15,17,24,25,28,17
2017-08-01,5,18,36,40,42,5
2017-07-28,7,28,30,35,39,1
2017-07-25,12,18,22,29,44,6
2017-07-21,7,20,29,40,43,6
2017-07-18,23,25,30,40,43,20
2017-07-14,21,28,29,31,35,8
2017-07-11,2,15,19,27,34,19
2017-07-07,9,16,18,32,43,2
2017-07-04,5,7,10,15,30,5
2017-06-30,4,5,10,23,28,3
2017-06-27,26,27,30,32,45,16
2017-06-23,14,20,33,44,45,19
2017-06-20,14,21,28,38,40,18
